accuracy,performanceScore,totalTime,averageReactionTime,incorrectAnswers,currentDifficulty,recentAvgAccuracy,recentAvgPerformance,trendScore,gamesOnCurrentLevel,recommendation
0.769,45,87.0,2.87,7,3,0.84,70.8,-0.152,7,maintain
0.834,93.6,82.8,1.77,6,5,0.949,92.2,0.082,6,upgrade
0.601,69.2,96.8,2.28,9,1,0.668,66.9,-0.138,5,maintain
0.927,90.2,59.0,1.82,0,2,0.899,86.2,-0.004,4,upgrade
0.513,56.6,137.0,3.07,7,8,0.734,68.3,0.108,5,maintain
0.314,13.9,129.6,4.09,8,4,0.301,38.7,-0.049,5,downgrade
0.403,22.7,157.2,3.97,12,8,0.383,27.6,0.015,6,downgrade
0.901,85.5,85.1,2.43,2,4,0.87,94.2,0.203,5,upgrade
0.863,100,47.5,1.62,1,5,0.96,72.3,0.106,10,upgrade
0.487,65.3,110.3,2.46,13,5,0.548,78,-0.085,7,downgrade
0.549,30.9,115.3,3.74,15,3,0.526,30.8,0.035,2,downgrade
0.978,100,35.8,1.06,0,1,0.859,80.9,0.243,3,upgrade
0.904,86.3,42.2,1.72,0,2,0.858,87.8,0.258,1,maintain
0.41,49.8,112.7,3.04,12,3,0.432,47.7,0.008,3,downgrade
0.705,75.2,60.2,2.39,4,3,0.553,59.6,0.094,7,maintain
0.827,87.8,71.0,1.99,5,3,0.859,85.3,0.103,10,upgrade
0.79,72.2,48.8,1.94,2,2,0.91,89.9,-0.352,7,maintain
0.92,83.5,61.0,1.74,0,3,0.879,92.4,0.039,7,upgrade
0.22,54.2,108.2,3.0,9,6,0.25,44.3,-0.181,6,downgrade
0.399,19.8,106.9,3.65,8,5,0.35,26.6,-0.204,3,downgrade
0.679,62.0,86.2,2.07,7,2,0.784,75.1,-0.096,9,maintain
0.697,37.4,67.9,2.89,0,3,0.85,47.4,-0.112,6,downgrade
0.958,81.4,60.0,2.18,0,2,0.865,95.5,0.14,10,upgrade
0.915,89.1,43.6,1.46,0,2,0.934,86.2,-0.007,4,upgrade
0.843,79.2,85.2,2.17,2,6,0.928,92.7,-0.011,8,upgrade
0.674,49.6,103.5,2.66,8,3,0.794,64.9,0.093,2,maintain
0.155,70,146.3,2.5,16,4,0.152,78,-0.108,3,downgrade
0.923,79.5,51.3,2.13,3,3,0.943,85.5,0.017,6,upgrade
0.799,60.4,100.6,3.08,3,7,0.719,61.8,0.175,10,maintain
0.675,46.8,82.9,2.65,4,1,0.604,45.3,0.084,2,maintain
0.283,52.3,102.0,2.84,19,6,0.145,45.8,-0.235,7,downgrade
0.685,61.6,110.8,3.0,3,8,0.648,53.0,0.152,10,maintain
0.279,32.5,87.1,3.73,9,5,0.29,40.4,-0.008,5,downgrade
0.478,38.1,77.9,3.05,5,3,0.606,35.2,0.153,8,downgrade
0.855,92.6,59.9,1.67,6,5,0.853,86.5,0.088,6,upgrade
0.585,11.9,120.5,3.93,9,5,0.812,27.2,-0.057,1,downgrade
0.771,69.6,69.5,2.54,6,3,0.608,51.9,-0.027,9,maintain
0.856,88.8,58.4,2.2,3,4,0.881,80.7,-0.048,3,upgrade
0.212,32.0,96.3,3.23,9,6,0.288,26.6,-0.057,3,downgrade
0.924,94.9,37.2,1.5,1,2,0.903,80.2,0.187,4,upgrade
0.375,40.4,119.8,2.87,13,5,0.532,56.8,-0.147,4,downgrade
0.4,29.6,116.4,3.25,7,5,0.764,49.8,-0.302,1,downgrade
0.757,76.1,80.5,2.13,5,3,0.936,89.1,0.169,10,upgrade
0.213,29.6,180,3.46,19,4,0.071,47.6,-0.069,6,downgrade
0.669,60.7,106.4,2.69,7,5,0.629,69.0,0.242,1,maintain
0.321,32.5,138.7,3.45,6,2,0.456,38.2,-0.406,6,downgrade
0.953,84.9,80.6,1.98,0,4,0.899,91.8,0.08,9,upgrade
0.51,14.9,132.4,3.85,7,2,0.589,19.6,-0.106,7,downgrade
0.862,77.8,84.2,2.54,3,5,0.655,62.1,-0.067,3,maintain
0.275,49.3,126.3,3.5,17,8,0.357,47.8,-0.295,2,downgrade
0.688,50.9,76.5,2.71,5,2,0.644,53.4,-0.031,8,maintain
0.869,73.1,119.1,2.68,3,6,0.914,86.7,-0.023,5,upgrade
0.784,84.1,73.1,1.88,6,2,0.76,71.1,0.169,7,maintain
0.923,68.3,69.5,2.81,0,5,0.956,79.1,-0.213,4,maintain
0.57,50.2,134.0,2.99,9,7,0.656,60.1,-0.007,10,maintain
0.246,30.6,113.7,3.54,18,4,0.39,12.1,-0.021,3,downgrade
0.341,24.3,104.1,4.12,12,7,0.537,6.8,0.25,3,downgrade
0.911,80.1,94.1,2.22,3,7,0.853,89.6,0.058,2,maintain
0.885,71.2,81.8,2.29,2,3,0.506,79.9,0.171,7,maintain
0.597,61.3,82.6,2.11,9,5,0.839,61.2,0.22,1,maintain
0.892,71.7,64.1,2.34,0,3,0.939,80.7,-0.09,9,upgrade
0.91,57.8,46.2,2.25,1,1,0.744,60.6,0.237,4,maintain
0.649,75.5,84.2,2.25,2,1,0.731,61.1,-0.156,1,maintain
0.954,89.3,40.6,1.5,2,3,0.797,92.1,0.149,7,upgrade
0.935,82.0,59.3,1.69,1,4,0.82,94.9,-0.014,3,upgrade
0.73,53.2,85.6,3.0,4,7,0.656,66.7,-0.116,7,maintain
0.919,95.6,69.9,1.91,1,5,0.824,92.5,0.145,7,upgrade
0.936,81.6,82.7,2.2,3,6,0.866,87.5,0.139,9,upgrade
0.799,83.6,78.0,1.91,4,5,0.793,88.0,0.103,9,upgrade
0.746,64.8,74.2,2.09,3,3,0.946,80.1,0.018,2,maintain
0.892,65.8,71.9,2.39,1,3,0.907,92.3,0.077,5,upgrade
0.866,77.0,92.0,2.32,1,6,0.907,88.9,0.181,8,upgrade
0.404,19.1,124.0,3.53,9,2,0.379,21.0,-0.164,3,downgrade
0.409,47.0,112.1,3.5,17,6,0.386,62.5,-0.106,8,downgrade
0.782,91.3,84.4,2.04,4,7,0.856,69.0,0.074,8,upgrade
0.855,67.0,94.6,2.95,0,6,0.876,84.8,0.095,2,maintain
0.421,36.0,108.2,3.63,8,6,0.576,15.7,-0.027,4,downgrade
0.272,38.6,160.4,3.3,16,7,0.381,32.5,-0.132,8,downgrade
0.885,98.7,60.7,2.09,4,6,0.98,79.6,0.036,6,upgrade
0.331,44.0,134.5,3.01,10,6,0.412,41.4,0.018,3,downgrade
0.336,45.0,145.5,3.25,6,8,0.225,40.4,0.008,8,downgrade
0.899,82.5,102.4,2.43,3,5,0.96,91.9,0.107,5,upgrade
0.948,91.4,62.5,1.88,2,7,0.872,100,0.106,4,upgrade
0.931,86.0,83.6,2.04,3,6,0.911,91.4,0.272,10,upgrade
0.595,59.5,106.9,2.57,4,3,0.646,58.8,0.127,3,maintain
0.406,33.4,165.3,3.45,13,7,0.278,28.5,0.159,7,downgrade
0.574,51.3,94.8,3.07,9,8,0.757,74.7,0.075,7,maintain
0.968,80.8,75.6,2.03,2,3,0.951,86.3,0.255,9,upgrade
0.288,35.2,86.8,3.11,13,4,0.284,38.6,-0.163,8,downgrade
0.475,18.2,97.2,3.57,5,2,0.353,23.5,-0.077,4,downgrade
0.92,61.2,101.1,2.91,0,8,0.719,79.9,-0.287,7,maintain
0.79,71.2,105.7,2.59,4,8,0.864,89.1,0.043,2,maintain
0.919,64.2,55.9,2.1,0,1,0.84,75.8,0.216,5,maintain
0.989,96.7,95.4,2.12,3,7,0.872,89.9,0.113,6,upgrade
0.702,63.3,91.2,2.52,7,5,0.814,77.1,0.141,5,maintain
0.903,81.8,59.2,2.09,3,3,0.934,70.9,0.097,6,upgrade
0.803,71.6,79.0,2.24,1,5,0.962,81.7,0.285,1,maintain
0.888,93.0,29.0,1.3,1,1,0.896,82.1,-0.024,5,upgrade
1.0,96.5,41.4,1.63,0,2,0.887,91.4,-0.05,9,upgrade
0.819,64.6,116.4,2.58,3,7,0.956,82.6,-0.044,2,maintain
0.287,39.8,112.2,3.01,12,7,0.345,60.4,-0.296,3,downgrade
0.762,45,113.1,3.61,5,8,0.59,59.9,0.293,10,maintain
0.546,45,104.7,3.17,8,5,0.724,46.7,0.006,9,maintain
0.806,55.7,121.5,2.97,3,8,0.732,45,0.148,1,maintain
0.167,23.0,129.3,3.6,8,2,0.165,21.2,0.135,1,downgrade
0.812,85.1,52.5,1.58,4,3,0.879,93.9,0.14,8,upgrade
0.893,73.1,64.2,2.44,3,2,0.919,80.4,0.229,1,maintain
0.845,76.1,106.2,2.57,3,8,0.783,66.3,0.085,1,maintain
0.258,37.8,139.6,3.33,11,8,0.071,62.2,-0.05,7,downgrade
0.58,12.4,153.4,3.97,3,7,0.578,5,0.158,6,downgrade
0.426,55.7,95.8,3.01,10,8,0.35,57.7,-0.277,5,downgrade
0.941,90.8,63.4,1.92,1,4,0.858,95.0,0.118,10,upgrade
0.409,31.5,146.2,3.77,9,2,0.468,41.0,-0.019,6,downgrade
0.44,29.3,135.2,3.69,7,4,0.342,11.2,0.003,8,downgrade
0.83,77.9,58.5,2.21,3,5,0.871,93.0,0.183,9,upgrade
0.301,41.4,131.3,3.4,10,8,0.241,50.0,-0.111,6,downgrade
0.982,85.6,61.9,2.1,0,7,0.979,95.6,0.06,3,upgrade
0.897,87.6,71.9,1.83,0,7,0.924,90.1,0.061,3,upgrade
0.305,38.4,119.3,2.85,8,6,0.392,41.5,-0.291,3,downgrade
0.895,72.0,63.5,2.61,0,6,0.883,92.8,0.086,3,upgrade
0.656,63.3,80.3,2.3,5,1,0.724,56.8,-0.15,1,maintain
0.879,89.6,50.9,1.62,0,3,0.897,89.6,-0.004,5,upgrade
0.957,76.1,111.4,2.63,0,6,0.861,93.1,0.092,4,upgrade
0.835,72.7,92.5,2.22,3,7,0.932,88.9,0.03,5,upgrade
0.919,72.6,76.7,2.17,0,5,0.905,90.6,0.195,6,upgrade
0.896,77.3,72.5,2.64,0,2,0.941,87.6,-0.039,8,upgrade
0.239,49.9,137.2,3.16,14,7,0.44,44.0,-0.03,6,downgrade
0.176,12.3,180,4.18,16,8,0.184,20.7,-0.119,2,downgrade
0.905,92.6,71.6,1.84,1,5,0.976,87.5,0.114,3,upgrade
0.775,66.0,80.2,2.59,4,4,0.699,76.6,0.231,1,maintain
0.852,76.0,69.1,2.08,3,2,0.861,81.9,-0.017,2,maintain
0.505,60.0,95.0,2.53,11,4,0.84,68.4,-0.306,2,maintain
0.926,95.0,43.8,1.34,1,2,0.852,95.6,0.052,8,upgrade
0.777,87.1,58.1,1.86,3,3,0.943,91.4,-0.069,4,upgrade
0.691,52.2,109.2,2.91,8,6,0.644,59.8,0.089,9,maintain
0.835,82.5,52.9,1.77,1,4,0.94,90.4,0.015,9,upgrade
0.739,66.9,75.5,2.55,5,4,0.766,79.9,0.006,7,maintain
0.885,71.7,111.7,2.71,5,7,0.916,90.3,0.148,3,upgrade
0.445,12.4,174.8,4.25,12,7,0.346,18.3,0.133,7,downgrade
0.516,67.6,110.1,2.76,8,7,0.56,58.5,0.075,5,maintain
0.383,40.9,100.5,2.89,13,2,0.316,38.5,-0.148,7,downgrade
0.384,49.8,124.3,3.13,9,8,0.547,17.1,-0.065,7,downgrade
0.168,19.0,101.7,3.22,16,3,0.271,22.9,-0.128,5,downgrade
0.91,73.2,54.7,2.36,0,6,0.963,71.9,0.299,9,upgrade
0.921,91.0,29.8,1.44,0,1,0.93,93.8,0.024,9,upgrade
0.344,21.3,163.4,3.68,11,5,0.533,7.6,-0.249,7,downgrade
0.267,30.8,148.2,3.11,15,5,0.26,29.1,-0.114,2,downgrade
0.869,64.9,93.7,2.22,1,4,0.677,61.0,0.08,1,maintain
0.153,35.8,91.9,3.18,8,3,0.12,43.2,-0.088,6,downgrade
0.899,95.3,87.7,2.01,3,7,0.957,92.8,0.096,9,upgrade
0.926,90.4,55.6,1.94,2,2,0.87,89.5,-0.09,9,upgrade
0.612,85.7,83.8,2.01,8,1,0.622,59.7,0.024,8,maintain
0.713,60.9,101.8,2.67,5,4,0.587,52.6,0.075,7,maintain
0.711,46.0,101.7,3.38,3,4,0.531,64.4,0.103,2,maintain
0.925,80.1,64.6,2.15,2,7,0.892,81.4,-0.005,3,upgrade
0.87,73.4,73.6,2.61,1,6,0.826,83.2,-0.053,5,upgrade
0.868,81.7,46.7,1.72,1,4,0.911,97.5,0.009,5,upgrade
0.451,13.3,105.8,3.97,9,7,0.416,11.8,0.031,1,downgrade
0.5,51.7,102.6,2.95,6,6,0.728,45,-0.093,7,maintain
0.896,89.1,67.7,1.81,4,2,0.815,91.3,0.096,9,upgrade
0.405,59.7,101.9,2.72,10,3,0.322,78,-0.298,8,downgrade
0.937,82.3,72.8,2.08,4,2,0.904,84.6,0.085,9,upgrade
0.956,83.7,75.7,2.04,0,5,0.909,90.7,-0.09,7,upgrade
0.83,70.0,52.6,1.96,3,2,0.912,90.4,0.191,2,maintain
0.874,93.9,85.9,1.88,3,6,0.943,86.1,0.065,5,upgrade
0.924,85.5,107.4,2.4,3,8,0.867,88.1,-0.01,6,maintain
0.824,60.7,91.3,2.55,3,4,0.496,68.8,-0.082,7,maintain
0.907,78.2,79.5,3.2,0,8,0.942,87.7,-0.064,2,maintain
0.891,90.7,65.7,2.24,0,8,0.931,83.8,-0.015,4,maintain
0.954,92.3,38.1,1.04,0,1,0.887,94.3,-0.09,4,upgrade
0.85,85.1,54.1,2.21,0,4,0.942,89.0,-0.427,9,maintain
0.388,42.3,99.1,3.01,14,7,0.573,40.1,-0.321,7,downgrade
0.518,70.3,81.3,2.25,1,2,0.633,69.0,-0.069,10,maintain
0.817,86.2,76.3,2.1,3,7,0.85,79.9,-0.18,3,maintain
0.362,48.0,139.6,3.28,11,7,0.387,46.7,0.094,6,downgrade
0.919,84.8,75.9,2.29,2,6,0.959,100,0.147,4,upgrade
0.918,89.2,52.0,1.82,4,1,0.92,83.2,-0.002,4,upgrade
0.875,100,36.2,1.64,2,1,0.876,96.2,0.08,10,upgrade
0.911,83.3,60.5,2.09,3,4,0.827,87.7,-0.033,3,upgrade
0.898,90.9,33.8,1.39,1,1,0.964,84.3,-0.09,5,upgrade
0.486,18.5,136.3,3.89,11,6,0.589,22.0,-0.261,5,downgrade
0.911,82.8,86.9,2.15,2,6,0.899,79.2,0.222,2,maintain
0.972,90.0,91.4,2.14,1,6,0.959,90.0,0.101,3,upgrade
0.431,20.8,124.6,3.16,11,2,0.533,28.4,-0.188,3,downgrade
0.168,37.7,122.5,3.07,9,7,0.183,33.5,0.034,8,downgrade
0.65,88,91.2,1.95,4,5,0.783,79.9,0.002,7,maintain
0.31,34.7,135.5,3.06,7,3,0.328,67.3,-0.138,6,downgrade
0.782,76.3,94.4,2.45,5,5,0.962,87.3,-0.078,2,maintain
0.27,32.7,180,4.02,9,7,0.236,40.7,0.019,7,downgrade
0.762,93.6,53.7,1.68,4,1,0.93,88.5,0.075,9,upgrade
0.184,38.9,154.0,3.61,13,7,0.05,39.9,0.017,4,downgrade
0.31,32.5,139.2,3.29,16,4,0.397,39.2,0.047,7,downgrade
0.353,69.9,90.2,2.03,16,2,0.488,78,-0.247,1,downgrade
0.924,73.5,100.2,2.74,1,6,0.846,82.0,0.221,7,upgrade
0.927,90.7,35.2,1.33,0,3,0.95,85.7,0.072,5,upgrade
0.937,78.8,68.7,1.91,0,1,0.931,78.5,0.134,2,maintain
0.416,49.0,103.8,3.36,10,5,0.411,65.2,-0.5,6,downgrade
0.853,100,70.1,1.74,4,3,0.91,87.4,-0.027,6,upgrade
0.783,53.2,117.6,3.03,2,7,0.62,76.7,0.019,7,maintain
0.274,36.2,125.0,3.04,13,2,0.253,33.4,-0.128,6,downgrade
0.63,73.1,97.0,2.63,8,8,0.642,55.7,0.15,1,maintain
0.81,88.7,60.1,2.14,3,4,0.91,95.4,-0.018,6,upgrade
0.473,34.4,123.7,3.36,8,3,0.602,41.9,-0.231,5,downgrade
0.227,18.6,175.0,4.02,20,8,0.308,20.6,0.073,2,downgrade
0.894,80.6,70.0,1.61,4,2,0.994,89.3,-0.019,4,upgrade
0.96,87.9,66.2,1.8,0,2,0.906,92.7,0.108,9,upgrade
0.417,41.1,90.9,3.21,6,3,0.218,54.5,-0.066,5,downgrade
0.245,37.1,133.3,2.75,19,2,0.279,32.2,-0.152,2,downgrade
0.836,91.8,70.3,1.58,4,4,0.817,95.2,0.151,4,upgrade
0.792,55.1,101.6,2.27,5,2,0.686,55.2,-0.071,6,maintain
0.46,31.6,127.2,3.58,11,3,0.386,27.2,-0.168,4,downgrade
0.98,86.1,61.0,1.49,1,3,0.901,83.8,0.178,4,upgrade
0.517,49.4,138.4,3.23,13,6,0.739,57.8,0.173,9,maintain
0.298,43.4,145.6,3.01,17,7,0.509,75.5,-0.308,6,downgrade
0.799,69.0,74.5,2.16,6,2,0.916,91.2,-0.053,1,maintain
0.605,71.8,99.7,2.17,9,2,0.84,61.0,0.049,10,maintain
0.902,85.0,91.7,2.32,1,4,0.831,92.6,0.167,3,upgrade
0.883,70.3,91.7,2.26,0,5,0.63,70.2,0.097,6,maintain
0.178,30.2,135.1,3.86,18,6,0.128,58.0,-0.307,1,downgrade
0.514,72.5,110.2,2.29,7,7,0.693,74.0,0.016,10,maintain
1.0,94.8,42.5,1.48,0,7,0.939,90.8,0.019,3,upgrade
0.881,82.4,49.9,1.91,2,4,0.955,96.0,0.245,6,upgrade
0.724,63.4,91.2,2.54,7,2,0.651,78.4,0.061,6,maintain
0.863,94.3,47.2,1.5,1,5,0.951,86.6,-0.063,3,upgrade
0.984,94.1,72.7,2.3,0,6,0.892,94.5,-0.018,4,upgrade
0.932,89.2,52.6,2.17,0,5,0.819,91.7,0.057,5,upgrade
0.684,64.6,77.0,2.2,7,1,0.626,76.5,0.002,3,maintain
0.92,83.6,62.9,1.96,2,6,0.972,81.3,0.091,8,upgrade
0.918,90.0,51.4,2.05,0,7,0.873,81.6,0.173,6,upgrade
0.417,17.0,126.4,4.06,11,6,0.678,5,0.119,6,downgrade
0.683,45,159.6,3.58,10,8,0.804,72.2,0.102,5,maintain
0.903,85.8,69.0,1.97,3,1,0.866,88.5,-0.38,6,maintain
0.97,87.7,47.2,2.06,0,6,0.955,82.6,0.058,6,upgrade
0.994,76.8,76.1,2.11,1,6,0.957,96.3,0.065,8,upgrade
0.195,38.7,110.3,3.32,17,4,0.05,54.4,-0.16,5,downgrade
0.5,88,94.0,1.89,10,4,0.45,69.2,-0.044,2,maintain
0.793,78.8,78.0,2.23,6,7,0.959,81.2,0.148,4,upgrade
0.898,94.9,59.3,1.75,3,5,0.921,84.3,0.002,10,upgrade
0.527,67.4,114.6,2.49,9,6,0.631,45,0.132,9,maintain
0.118,13.3,180,4.33,20,5,0.097,5.4,-0.272,3,downgrade
0.878,75.6,51.6,2.4,2,3,0.781,94.8,0.038,3,upgrade
0.5,53.7,98.1,2.72,11,2,0.662,68.7,-0.007,3,maintain
0.351,36.4,161.7,3.13,12,5,0.392,42.9,-0.339,3,downgrade
0.911,88.0,80.4,2.17,1,5,0.969,87.3,0.132,9,upgrade
0.726,48.7,136.7,3.55,0,7,0.762,67.2,-0.081,6,maintain
0.247,33.8,102.7,3.05,6,5,0.05,48.3,-0.246,5,downgrade
0.217,21.4,141.3,3.52,7,8,0.27,38.0,-0.11,7,downgrade
0.342,26.9,166.9,3.69,14,6,0.24,39.2,-0.302,6,downgrade
0.318,10.9,154.3,4.17,15,3,0.314,19.0,-0.023,7,downgrade
0.511,51.1,108.7,2.7,11,5,0.555,79.6,-0.218,5,maintain
0.424,19.5,148.9,3.88,7,3,0.46,30.7,-0.08,5,downgrade
0.776,69.7,96.8,2.39,2,8,0.913,87.4,-0.012,2,maintain
0.805,89.6,79.7,2.1,3,6,0.934,79.9,0.004,9,upgrade
0.859,95.9,35.0,1.3,1,2,0.918,81.5,0.209,4,upgrade
0.708,59.7,64.8,2.01,7,1,0.706,72.4,-0.096,1,maintain
0.701,67.4,114.3,2.58,6,6,0.547,55.1,-0.113,4,maintain
0.945,62.1,104.9,2.74,3,6,0.951,90.9,-0.311,7,maintain
0.805,96.5,56.8,1.37,3,1,0.821,88.3,0.06,6,upgrade
0.566,25.1,135.1,3.74,5,2,0.66,14.9,-0.261,6,downgrade
0.268,36.7,118.2,2.96,16,2,0.327,39.7,-0.077,3,downgrade
0.909,45,107.9,3.06,2,5,0.658,75.1,0.047,8,maintain
0.83,79.7,104.5,2.46,4,5,0.863,90.2,-0.271,5,maintain
0.541,63.7,96.1,2.86,3,8,0.709,55.1,-0.175,9,maintain
0.397,21.2,160.7,3.86,13,5,0.521,20.7,-0.016,5,downgrade
0.211,44.6,178.4,3.37,17,3,0.279,42.0,-0.131,4,downgrade
0.418,8.7,142.2,3.92,8,3,0.317,5,-0.271,5,downgrade
0.724,49.7,120.2,2.97,0,8,0.84,65.5,-0.084,1,maintain
0.272,13.5,111.1,3.28,17,3,0.41,29.7,-0.076,3,downgrade
0.801,45,109.3,2.69,3,4,0.703,78.6,0.141,2,maintain
0.92,61.6,89.4,2.52,1,2,0.815,72.8,-0.051,8,maintain
0.4,43.0,107.6,2.95,9,3,0.491,47.4,-0.208,3,downgrade
0.453,32.3,116.5,3.44,4,8,0.408,22.0,-0.151,5,downgrade
0.747,57.9,88.2,2.6,7,5,0.677,57.2,0.028,6,maintain
0.771,76.3,108.1,2.67,7,6,0.917,91.3,-0.125,4,maintain
0.857,78.1,67.9,1.86,0,6,0.83,93.9,-0.062,5,upgrade
0.817,90.4,63.1,1.92,2,3,0.946,84.9,0.036,4,upgrade
0.45,32.3,136.1,3.7,9,4,0.492,43.2,-0.139,4,downgrade
0.766,72.3,56.7,2.34,4,3,0.934,80.8,0.24,2,maintain
0.864,69.0,78.5,2.3,3,7,0.81,90.8,-0.047,10,upgrade
0.596,55.6,124.8,3.15,7,5,0.641,68.3,0.013,10,maintain
1.0,86.4,70.0,2.08,2,6,0.857,84.2,-0.023,4,upgrade
0.86,82.9,70.9,1.98,2,4,0.919,82.7,-0.157,9,maintain
0.839,73.8,92.4,2.13,5,4,0.913,78.9,0.018,3,upgrade
0.776,45,147.9,3.49,6,8,0.659,56.3,-0.1,4,maintain
0.7,84.1,47.6,1.84,2,3,0.84,71.5,0.089,4,maintain
0.73,71.9,90.6,2.31,7,8,0.733,61.5,0.176,9,maintain
0.949,92.1,58.8,2.0,4,2,0.915,88.2,0.062,7,upgrade
0.823,82.8,108.4,2.43,5,6,0.884,76.5,0.172,7,upgrade
0.594,81.3,98.3,2.28,7,8,0.668,74.7,-0.211,7,maintain
0.921,93.7,48.2,1.93,1,3,0.913,81.0,0.108,6,upgrade
0.524,49.7,96.9,2.76,6,5,0.45,79.4,-0.136,9,maintain
0.905,91.3,46.5,1.35,0,1,0.925,86.7,0.07,6,upgrade
0.929,76.0,106.3,2.82,4,7,0.944,77.6,0.162,9,upgrade
0.623,47.0,106.7,2.77,6,5,0.72,77.5,0.12,4,maintain
0.827,63.9,92.9,2.46,4,2,0.595,67.2,0.286,3,maintain
0.794,77.2,63.0,2.45,0,3,0.952,85.4,0.082,10,upgrade
0.489,24.4,125.1,3.73,9,3,0.598,26.8,-0.208,8,downgrade
0.259,31.0,162.1,3.63,15,6,0.19,23.8,-0.086,8,downgrade
0.71,60.7,108.7,2.78,2,6,0.778,72.2,0.224,8,maintain
0.705,59.7,82.0,2.65,6,7,0.558,45,0.008,10,maintain
0.163,29.4,140.2,3.46,11,3,0.146,18.1,0.07,5,downgrade
0.981,76.1,53.0,2.11,0,2,0.926,92.5,-0.028,10,upgrade
0.942,74.6,66.8,2.13,0,2,0.918,82.5,0.25,7,upgrade
0.231,33.1,87.6,3.57,9,5,0.125,20.0,-0.24,6,downgrade
0.593,53.3,101.4,2.7,4,3,0.743,59.3,-0.097,4,maintain
0.442,26.9,138.8,3.39,10,5,0.523,45.8,0.033,3,downgrade
0.833,77.7,55.0,1.93,4,2,0.96,87.8,0.174,3,upgrade
0.843,87.9,79.4,2.0,3,5,0.876,87.8,0.231,2,maintain
0.178,32.0,114.8,3.71,11,6,0.085,44.8,-0.212,6,downgrade
0.942,73.8,64.8,1.87,0,1,0.855,92.3,-0.39,10,maintain
0.349,41.9,144.6,3.44,16,6,0.293,41.3,-0.414,5,downgrade
0.917,72.9,87.5,2.83,4,7,0.894,83.7,0.005,3,upgrade
0.208,45.5,113.8,3.2,11,6,0.298,48.5,-0.197,8,downgrade
0.916,80.8,78.0,2.41,0,4,0.967,81.2,0.116,4,upgrade
0.667,63.9,64.1,2.23,4,5,0.66,62.8,0.098,9,maintain
0.328,35.9,136.4,3.67,5,4,0.345,38.9,-0.14,8,downgrade
0.557,59.6,108.5,3.0,13,5,0.716,71.7,0.049,2,maintain
0.643,67.0,99.7,2.64,6,7,0.669,55.9,-0.125,9,maintain
0.472,70,101.1,2.5,12,3,0.407,68.7,-0.224,1,downgrade
0.374,22.7,110.7,3.12,10,1,0.853,88.2,0.032,2,maintain
0.788,67.7,101.9,2.5,3,5,0.929,89.5,-0.333,6,maintain
0.696,73.6,104.8,2.96,7,8,0.784,79.9,-0.192,7,maintain
0.754,64.2,74.7,2.8,4,5,0.869,84.2,-0.032,1,maintain
0.25,44.1,145.5,3.41,11,6,0.314,32.7,-0.321,5,downgrade
0.908,83.9,71.2,1.77,3,6,0.937,95.8,0.009,10,upgrade
0.899,84.6,83.3,1.91,4,4,0.918,95.1,-0.063,8,upgrade
0.166,32.9,171.7,3.74,9,5,0.05,20.4,-0.232,7,downgrade
0.187,31.2,151.3,3.85,11,2,0.05,60.3,-0.106,4,downgrade
0.836,84.7,79.7,2.74,2,7,0.87,92.4,0.227,6,upgrade
0.943,86.6,61.9,1.95,0,3,0.968,84.2,0.15,10,upgrade
0.386,34.5,146.0,3.5,7,4,0.239,48.2,-0.07,5,downgrade
0.538,69.2,80.2,2.4,8,3,0.835,68.3,0.315,5,maintain
0.347,11.3,119.3,4.49,6,8,0.415,30.8,-0.141,5,downgrade
0.933,86.2,50.0,1.76,0,2,0.852,96.6,0.208,5,upgrade
0.173,50.1,145.0,3.35,13,6,0.228,66.9,-0.276,1,downgrade
0.901,83.6,64.8,1.9,4,4,0.878,86.4,0.134,9,upgrade
0.278,10.7,128.0,4.28,15,6,0.174,23.4,-0.15,8,downgrade
0.928,79.0,77.9,2.58,3,7,0.938,82.9,0.028,6,upgrade
0.378,33.5,90.8,3.16,6,3,0.451,42.5,-0.205,4,downgrade
0.904,77.7,75.8,2.33,4,6,0.86,87.3,0.077,5,upgrade
0.965,72.6,100.4,2.35,0,7,0.935,94.3,0.196,7,upgrade
0.92,58.1,67.1,2.34,0,1,0.743,72.3,-0.01,3,maintain
0.766,76.3,94.3,2.12,4,7,0.956,85.4,0.108,1,maintain
0.943,79.3,79.4,2.14,0,4,0.948,82.4,0.116,9,upgrade
0.216,46.0,118.6,2.86,9,5,0.268,41.4,-0.256,5,downgrade
0.94,84.9,44.5,1.67,0,3,0.88,96.0,-0.068,9,upgrade
0.273,18.7,179.9,4.15,11,8,0.316,16.2,-0.137,4,downgrade
0.924,85.0,63.1,2.29,3,4,0.944,85.7,0.049,8,upgrade
0.925,77.8,42.3,2.11,0,2,0.945,87.4,-0.063,7,upgrade
0.826,80.1,108.1,2.55,1,6,0.94,89.1,0.21,3,upgrade
0.25,35.8,180,3.66,18,4,0.262,31.3,-0.03,6,downgrade
0.576,62.1,113.0,2.82,10,5,0.554,77.8,0.073,3,maintain
0.37,55.5,141.4,2.91,5,8,0.526,77.4,-0.018,1,downgrade
0.466,30.6,134.9,3.49,5,3,0.431,54.7,-0.181,4,downgrade
0.934,90.3,56.5,2.01,0,4,0.844,89.3,0.219,3,upgrade
0.326,36.2,131.6,2.81,12,5,0.417,54.9,0.19,2,downgrade
0.87,64.9,95.9,2.24,5,1,0.875,85.2,0.179,1,maintain
